优先级,SHA,日期,分类,类型,优化内容,Ascend价值,迁移策略,Patch冲突,工作量,风险,关键文件,迁移步骤,验证场景
P2,7c40d61e,2026-08-04,model-architecture,bugfix,【变更概述】修复多模态 embeddings 展平逻辑，原先只处理 3D，现扩展到 >2D 的任意维度。修改 vllm/model_executor/models/transformers/multi,medium,auto-inherit,否,S,medium-risk,vllm/model_executor/models/transformers/multimodal.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 model-architecture 模块在 Ascend 行为一致
P2,5f2ee2fa,2026-08-04,attention-kv-cache,bugfix,【变更概述】将 KV cache 容量日志打印时机调整到 block-size 解析完成之后，确保打印的容量值准确。修改 vllm/v1/core/kv_cache_utils.py 与 vllm/v,medium,auto-inherit,否,S,medium-risk,"vllm/v1/core/kv_cache_utils.py, vllm/v1/engine/core.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 attention-kv-cache 模块在 Ascend 行为一致
P3,24c939c4,2026-08-04,other,bugfix,"【变更概述】修复 XPU 平台 collect_env.py 中 oneccl 版本信息采集问题。
【PR号】#47104
【变更类型】bugfix - XPU 环境信息采集
【变更文件】vllm/c",low,auto-inherit,否,S,low-risk,vllm/collect_env.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P2,6a9fdf0d,2026-08-04,test-ci,bugfix,【变更概述】修复多模态 checkpoint 下序列分类（seq-cls）num_labels 未从顶层配置正确解析的问题。修改 vllm/model_executor/models/adapters,medium,auto-inherit,否,S,medium-risk,"tests/models/test_adapters.py, vllm/model_executor/models/adapters.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 test-ci 模块在 Ascend 行为一致
P3,a1657a02,2026-08-04,other,bugfix,"【变更概述】修复 DeepGEMM 在 CUDA 12.9 下 FP8 头文件可见性问题，调整 cmake 与安装脚本。
【PR号】#51003
【变更类型】bugfix - 构建修复
【变更文件】c",low,auto-inherit,否,S,low-risk,"cmake/external_projects/deepgemm.cmake, tools/install_deepgemm.sh",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
skip,72cd5424,2026-08-04,other,bugfix,[Rust][Benchmark] Preserve UTF-8 across benchmark stream chunks (#50868),none,skip,否,S,low-risk,rust/src/bench/src/backends/streaming.rs,,
P3,adbf08d9,2026-08-04,test-ci,performance,【变更概述】优化 Kimi K3 reasoning parser 在 decode 路径上的推理结束检查，从全量扫描改为 O(delta) 增量检查，降低 decode 每步的开销。修改 vllm/,low,auto-inherit,否,S,low-risk,"tests/reasoning/test_kimi_k3_reasoning_parser.py, vllm/reasoning/kimi_k3_reasoning_parser.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P3,385d4c08,2026-08-04,test-ci,bugfix,【变更概述】修复 ROCm AITER triton MOE routing 的 memory access fault 错误，修改 vllm/model_executor/layers/fused_,low,auto-inherit,否,S,low-risk,"tests/models/quantization/test_gpt_oss.py, vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a8_moe.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P3,413e70d5,2026-08-04,moe-fusion,performance,"【变更概述】新增 NVIDIA H20 平台 E=256,N=512 的 fused MoE 性能配置文件，优化 H20 上的 MoE 计算。
【PR号】#48825
【变更类型】performanc",low,auto-inherit,否,S,low-risk,"vllm/model_executor/layers/fused_moe/configs/E=256,N=512,device_name=NVIDIA_H20.json",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P2,41ba11b8,2026-08-04,operator-kernel,bugfix,【变更概述】修复 Kimi K3 AttnRes dispatch 的 packed rows 与算子可用性检查，修改 csrc/libtorch_stable/kimi_k3/attn_res_ke,medium,idea-copy,否,L,medium-risk,"csrc/libtorch_stable/kimi_k3/attn_res_kernel.cu, vllm/models/kimi_k3/nvidia/ops/attn_res.py",理解上游优化思路（csrc/libtorch_stable/kimi_k3/attn_res_kernel.cu） | 用 Ascend 算子（TBE/AscendCL）重新实现 | 性能对比验证收益,确认 operator-kernel 模块在 Ascend 行为一致
P2,6a9109d8,2026-08-04,test-ci,bugfix,【变更概述】修复 Qwen3-Omni 在 use_audio_in_video=True 时处理无音轨视频的崩溃问题。修改 qwen2_5_omni_thinker.py 与 qwen3_omni_,medium,auto-inherit,否,S,medium-risk,"tests/models/multimodal/processing/test_audio_in_video.py, vllm/model_executor/models/qwen2_5_omni_thinker.py, vllm/model_executor/models/qwen3_omni_moe_thinker.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 test-ci 模块在 Ascend 行为一致
skip,66b3c0e6,2026-08-05,test-ci,performance,【变更概述】优化 FlashAttention 4 (FA4) 的 mm_prefix（多模态前缀）范围查找逻辑。在 flash_attn.py 后端中优化多模态 prefix attention 的,none,skip,否,S,low-risk,"tests/v1/attention/test_mm_prefix.py, vllm/model_executor/models/gemma4_mm.py, vllm/v1/attention/backend.py",,
P3,08b8613b,2026-08-05,test-ci,bugfix,【变更概述】修复 MiniMax-M3 模型使用 NVFP4 量化时 flashinfer cutlass MoE 专家层的推理正确性问题。修改 flashinfer_cutlass_moe.py (,low,auto-inherit,否,S,low-risk,"tests/kernels/moe/test_flashinfer_moe.py, vllm/model_executor/layers/fused_moe/experts/flashinfer_cutlass_moe.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P3,cd930c8e,2026-08-05,other,bugfix,【变更概述】修复 MLA（Multi-Head Latent Attention）在 Marlin FP8 量化下 kv_b_proj 投影层的激活 dtype 不匹配问题。修改 mla_attent,low,auto-inherit,否,S,low-risk,vllm/model_executor/layers/attention/mla_attention.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P2,beca88e5,2026-08-05,model-architecture,bugfix,【变更概述】修复 Kimi-K3 模型在启用专家并行（EP）时 moe_intermediate 层不必要的 padding 问题。修改 kimi_k3/nvidia/model.py (+1/-1),medium,auto-inherit,否,S,medium-risk,vllm/models/kimi_k3/nvidia/model.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 model-architecture 模块在 Ascend 行为一致
P2,f5cd862d,2026-08-05,model-architecture,bugfix,【变更概述】修复 Kimi-K3 模型在 ROCm 平台上的两个问题：(1) 混合批次时 KDA 算子产生 NaN；(2) autotune 配置存在竞争条件。新增 kimi_k3/amd/kda.p,medium,auto-inherit,否,S,medium-risk,"vllm/models/kimi_k3/amd/kda.py, vllm/models/kimi_k3/amd/linear.py, vllm/models/kimi_k3/amd/ops/third_party/kda/chunk.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 model-architecture 模块在 Ascend 行为一致
P3,b92352ca,2026-08-05,test-ci,performance,【变更概述】优化 CPU KV Offload 的 ARC（Adaptive Replacement Cache）策略，避免批次驱逐时的二次时间复杂度。修改 arc.py (+20/-21) 优化驱逐,low,auto-inherit,否,S,low-risk,"tests/v1/kv_offload/cpu/test_manager.py, vllm/v1/kv_offload/cpu/policies/arc.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P3,999dd8b4,2026-08-05,other,bugfix,"【变更概述】为 XPU 平台添加 is_current_stream_capturing 的别名，指向 XPU 实现。修改 xpu_model_runner.py (+1) 添加别名。
【PR号】#5",low,auto-inherit,否,S,low-risk,vllm/v1/worker/xpu_model_runner.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P2,4719a9b8,2026-08-05,model-architecture,bugfix,【变更概述】修复 EAGLE3 DeepSeek draft 模型在非 YaRN RoPE 配置下的崩溃问题。修改 deepseek_eagle3.py (+0/-9) 移除对 YaRN 配置的硬性依,medium,auto-inherit,否,S,medium-risk,vllm/model_executor/models/deepseek_eagle3.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 model-architecture 模块在 Ascend 行为一致
P3,50c51682,2026-08-05,test-ci,bugfix,【变更概述】修复 EC（Encoder-Connector）Connector 在图像编码完成前错误停止 encoder-instance 请求的问题。修改 scheduler.py (+12) 增加,low,auto-inherit,否,S,low-risk,"examples/disaggregated/disaggregated_encoder/disagg_epd_proxy.py, tests/v1/core/test_scheduler.py, vllm/v1/core/sched/scheduler.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P2,7794b1e0,2026-08-05,model-architecture,bugfix,【变更概述】修复 Qwen3 多模态模型在无视觉输入时仍尝试处理 deepstack buffers 的问题。修改 qwen3_vl.py、qwen3_vl_moe.py、qwen3_omni_moe,medium,auto-inherit,否,S,medium-risk,"vllm/model_executor/models/qwen3_omni_moe_thinker.py, vllm/model_executor/models/qwen3_vl.py, vllm/model_executor/models/qwen3_vl_moe.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 model-architecture 模块在 Ascend 行为一致
P2,eb3dce97,2026-08-05,test-ci,bugfix,【变更概述】修复 Gemma3n/Gemma4 模型处理变长音频批次时的 padding 问题。修改 gemma3n_mm.py (+56/-4) 和 gemma4_mm.py (+8/-5) 实现变,medium,auto-inherit,否,S,medium-risk,"tests/models/multimodal/generation/test_gemma_ragged_audio.py, vllm/model_executor/models/gemma3n_mm.py, vllm/model_executor/models/gemma4_mm.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 test-ci 模块在 Ascend 行为一致
P3,2cb3ff88,2026-08-05,quantization,bugfix,【变更概述】修复 compressed_tensors w8a16_fp8 量化方案中 KV scale reload 测试失败的问题。修改 compressed_tensors_w8a16_fp8.,low,auto-inherit,否,S,low-risk,vllm/model_executor/layers/quantization/compressed_tensors/schemes/compressed_tensors_w8a16_fp8.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P2,c416f157,2026-08-05,model-architecture,bugfix,"【变更概述】修复 Kimi-K3 模型在禁用上下文并行（CP）时 MLA 注意力的处理问题。修改 kimi_k3/nvidia/mla.py (+5) 在 CP 禁用时正确处理 MLA 逻辑。
【PR",medium,auto-inherit,否,S,medium-risk,vllm/models/kimi_k3/nvidia/mla.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 model-architecture 模块在 Ascend 行为一致
P2,33c50587,2026-08-05,model-architecture,bugfix,【变更概述】恢复 Inkling 模型 MTP（Multi-Token Prediction）在 ROCm 平台的后端对等性。修改 inkling/amd/mtp.py (+42/-13) 使 AMD,medium,auto-inherit,否,S,medium-risk,vllm/models/inkling/amd/mtp.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 model-architecture 模块在 Ascend 行为一致
skip,77b51991,2026-08-05,test-ci,bugfix,[CI][Bugfix] Fix `test_shutdown_on_engine_failure` startup deadlock (#51050),none,skip,否,S,low-risk,tests/entrypoints/openai/completion/test_shutdown.py,,
P3,ffee3246,2026-08-05,test-ci,bugfix,【变更概述】修复 Mooncake KV Connector 使用局部 DP index 而非全局 data_parallel_index 作为引擎索引的问题。修改 mooncake/store/wo,low,auto-inherit,否,S,low-risk,"tests/v1/kv_connector/unit/test_mooncake_store_worker.py, vllm/distributed/kv_transfer/kv_connector/v1/mooncake/mooncake_utils.py, vllm/distributed/kv_transfer/kv_connector/v1/mooncake/store/worker.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
skip,7b4ed496,2026-08-06,operator-kernel,performance,attn_res kernel latency improvements (#50185),none,skip,否,S,low-risk,csrc/libtorch_stable/kimi_k3/attn_res_kernel.cu,,
P3,62a86318,2026-08-06,other,bugfix,"【变更概述】修复 VocabParallelEmbedding 的 extra_repr 方法中字段拼接错误，修正调试输出显示。
【PR号】#51224
【变更类型】bugfix - 调试输出修正
【",low,auto-inherit,否,S,low-risk,vllm/model_executor/layers/vocab_parallel_embedding.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P3,46e6a83c,2026-08-06,kv-offload,bugfix,"【变更概述】修复 KV Offload（CPU/tiering）在初始化失败后未正确清理资源的问题，避免资源泄漏导致后续重试失败。
【PR号】#51227
【变更类型】bugfix - 资源清理
【变",low,auto-inherit,否,S,low-risk,"vllm/v1/kv_offload/cpu/spec.py, vllm/v1/kv_offload/tiering/spec.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P2,5fba75ae,2026-08-06,model-architecture,bugfix,"【变更概述】为 Kimi-K3 的 nvidia model 补充缺失的 fused_qkv_a_proj 到 packed_modules_mapping，确保 LoRA 能正确映射该融合层。
【P",medium,auto-inherit,否,S,medium-risk,vllm/models/kimi_k3/nvidia/model.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 model-architecture 模块在 Ascend 行为一致
P3,ef2615c2,2026-08-06,test-ci,bugfix,"【变更概述】当系统不支持 MADV_POPULATE_WRITE 时，KV offload 的 shared_offload_region 回退到兼容实现，避免启动失败。
【PR号】#51116
【变",low,auto-inherit,否,S,low-risk,"tests/v1/kv_offload/cpu/test_shared_offload_region.py, vllm/v1/kv_offload/cpu/shared_offload_region.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P3,872fd597,2026-08-06,moe-fusion,bugfix,"【变更概述】在 unquantized MoE oracle 的 LoRA gate 逻辑中增加激活类型判断，避免 BF16 MoE 在 TrtLlm 路径下 LoRA gate 误触发。
【PR号】",low,auto-inherit,否,S,low-risk,vllm/model_executor/layers/fused_moe/oracle/unquantized.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P3,9c226684,2026-08-06,test-ci,bugfix,"【变更概述】修复在线 NVFP4 专家打包过程中的精度损失问题，调整 nvfp4.py 打包逻辑。
【PR号】#50029
【变更类型】bugfix - 量化精度修复
【变更文件】vllm/model",low,auto-inherit,否,S,low-risk,"tests/quantization/test_online.py, vllm/model_executor/layers/quantization/online/nvfp4.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P2,ad528025,2026-08-06,model-architecture,performance,【变更概述】DeepSeek-V3.2/GLM 在 MTP（Multi-Token Prediction）场景下使用 skip topk 路径，使 kernel 性能提升约 2.0x。修改 deeps,medium,idea-copy,否,L,medium-risk,"vllm/models/deepseek_v32/amd/rocm.py, vllm/models/deepseek_v32/attention.py",理解上游优化思路（vllm/models/deepseek_v32/amd/rocm.py） | 用 Ascend 算子（TBE/AscendCL）重新实现 | 性能对比验证收益,确认 model-architecture 模块在 Ascend 行为一致
P2,2dfb8ba5,2026-08-06,operator-kernel,performance,【变更概述】为 DeepSeek Sparse Attention（DSA）decode kernel 引入 programmatic dependent launch（可编程依赖启动），减少 ker,medium,idea-copy,否,L,medium-risk,"csrc/libtorch_stable/quantization/fp4/nvfp4_quant_kernels.cu, vllm/models/deepseek_v32/common/kernels.py",理解上游优化思路（csrc/libtorch_stable/quantization/fp4/nvfp4_quant_kernels.cu） | 用 Ascend 算子（TBE/AscendCL）重新实现 | 性能对比验证收益,确认 operator-kernel 模块在 Ascend 行为一致
P2,febea17f,2026-08-06,test-ci,bugfix,"【变更概述】修复原生 Qwen3.5 纯文本 checkpoint 加载时的权重前缀映射问题，确保权重正确加载。
【PR号】#50355
【变更类型】bugfix - 权重加载修复
【变更文件】vll",medium,auto-inherit,否,S,medium-risk,"tests/models/registry.py, vllm/model_executor/models/qwen3_5.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 test-ci 模块在 Ascend 行为一致
P3,7e724dca,2026-08-06,test-ci,bugfix,"【变更概述】修复 ROCm AITER all-reduce 融合 pass 的覆盖范围问题，调整 allreduce_rms_fusion.py。
【PR号】#50802
【变更类型】bugfix ",low,auto-inherit,否,S,low-risk,"tests/compile/passes/distributed/test_fusion_all_reduce.py, vllm/compilation/passes/fusion/allreduce_rms_fusion.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P2,53704616,2026-08-06,test-ci,bugfix,"【变更概述】修复混合架构（hybrid）模型在 hidden-state 提取场景下的前缀缓存命中错误，修改 v1/core/kv_cache_utils.py。
【PR号】#51108
【变更类型】",medium,auto-inherit,否,S,medium-risk,"tests/v1/core/test_kv_cache_utils.py, vllm/v1/core/kv_cache_utils.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 test-ci 模块在 Ascend 行为一致
P3,2e35c529,2026-08-06,test-ci,bugfix,"【变更概述】修复 FlashInfer CUTLASS 路径下 MXFP4 MoE 专家的转换逻辑，修改 oracle/mxfp4.py。
【PR号】#51038
【变更类型】bugfix - 量化转",low,auto-inherit,否,S,low-risk,"tests/kernels/moe/test_ocp_mx_moe.py, vllm/model_executor/layers/fused_moe/oracle/mxfp4.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P2,c0202c56,2026-08-06,test-ci,bugfix,"【变更概述】为使用 draft model 的推测解码自动启用异步调度（async scheduling），修改 config/vllm.py 默认行为。
【PR号】#48341
【变更类型】bugf",medium,config-align,否,S,medium-risk,"tests/test_config.py, tests/v1/e2e/spec_decode/draft_model/test_draft_model.py, vllm/config/vllm.py",同步 vllm/config/ 下的默认值 | 验证 Ascend 侧配置语义一致,确认 test-ci 模块在 Ascend 行为一致
P2,82171711,2026-08-06,test-ci,bugfix,"【变更概述】当 pooling 模型存在 WeightsMapper 时跳过 weight-prefix 探测，避免错误探测导致加载失败。
【PR号】#50890
【变更类型】bugfix - 模型加",medium,auto-inherit,否,S,medium-risk,"tests/models/test_adapters.py, vllm/model_executor/models/adapters.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 test-ci 模块在 Ascend 行为一致
P2,f84df12c,2026-08-06,test-ci,bugfix,【变更概述】修复 Transformers v5 下 MiniCPM-V 的占位符替换与图像处理器加载问题，修改 minicpmv.py 模型与 multimodal/processing/proce,medium,auto-inherit,否,S,medium-risk,"tests/models/multimodal/processing/test_minicpmv.py, tests/models/registry.py, vllm/model_executor/models/minicpmv.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 test-ci 模块在 Ascend 行为一致
P2,d54b58cc,2026-08-06,distributed,bugfix,【变更概述】将 host cache 清理由平台特定调用改为 torch.accelerator.empty_host_cache()，修改 distributed/parallel_state.py,medium,cherry-pick,否,S,medium-risk,vllm/distributed/parallel_state.py,Cherry-pick 上游 PR 到 vllm-ascend 对应路径 | 验证 vllm/distributed/parallel_state.py 修改未破坏 NPUModelRunner,确认 distributed 模块在 Ascend 行为一致
P2,f85c1d2f,2026-08-06,model-architecture,bugfix,"【变更概述】移除 Kimi-K3 nvidia model 中 megamoe 路径的冗余 add 操作。
【PR号】#51146
【变更类型】bugfix - 模型计算修正
【变更文件】vllm/m",medium,auto-inherit,否,S,medium-risk,vllm/models/kimi_k3/nvidia/model.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,确认 model-architecture 模块在 Ascend 行为一致
P3,9f316996,2026-08-06,moe-fusion,bugfix,"【变更概述】对齐 TRTLLM MXFP4 MoE 的 autotune buckets 配置。
【PR号】#50942
【变更类型】bugfix - MoE autotune 对齐
【变更文件】vl",low,auto-inherit,否,S,low-risk,vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py,确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P2,b50fdebc,2026-08-06,test-ci,bugfix,【变更概述】修复 level-2 sleep/wake/reload 在 enable_lora=True 时的问题，修改 GPUModelRunner（gpu_model_runner.py）、gp,medium,cherry-pick,否,M,medium-risk,"docs/features/sleep_mode.md, tests/basic_correctness/test_mem.py, tests/lora/test_layers.py",Cherry-pick 上游 PR 到 vllm-ascend 对应路径 | 验证 docs/features/sleep_mode.md 修改未破坏 NPUModelRunner,确认 test-ci 模块在 Ascend 行为一致
P2,8cfa01cd,2026-08-06,test-ci,bugfix,"【变更概述】修复 Dense 模型多节点数据并行（DP）rescope 问题，修改 config/parallel.py 与 v1/engine/core.py。
【PR号】#49212
【变更类型】",medium,config-align,否,S,medium-risk,"tests/test_config.py, vllm/config/parallel.py, vllm/v1/engine/core.py",同步 vllm/config/ 下的默认值 | 验证 Ascend 侧配置语义一致,确认 test-ci 模块在 Ascend 行为一致
P3,47a4e410,2026-08-06,test-ci,bugfix,【变更概述】【MRV2 相关】修复 MRV2 rejection sampler 中 tl.argmax 的 NaN 处理问题，修改 gpu/spec_decode/rejection_sampler,low,auto-inherit,否,S,low-risk,"tests/v1/spec_decode/test_rejection_sampler_utils.py, vllm/v1/worker/gpu/spec_decode/rejection_sampler_utils.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
P3,7c77868c,2026-08-06,test-ci,bugfix,【变更概述】修复非门控 MoE 的 w13 权重按 shard count 进行 sizing 与迭代的问题，涉及多个量化方法（fp8/awq/gptq/mxfp4 等）与 fused_moe/con,low,auto-inherit,否,S,low-risk,"tests/quantization/test_auto_gptq.py, tests/quantization/test_auto_round.py, vllm/model_executor/layers/fused_moe/config.py",确认 Ascend 未 patch 该路径 | 上游修复自动继承，无需操作,
